,id,species_id,Jan_wk1,created_at,updated_at,week,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open
0,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,0,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0
1,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,1,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0
2,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,2,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0
3,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,3,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0
4,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,4,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0
5,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,5,-2.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0
6,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,6,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
7,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,7,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
8,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,8,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
9,1,1000,"FL_NA,ML_NA,DL_NA,BD_1,OF_1,MF_NA,FF_NA,UFR_1,RFR_1,OFR_NA",,2023-01-16 10:42:02,9,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
